title,year,length,budget,rating,Genre
Leave It!,2002,28,30000,8.8,Short
Leaving Las Vegas,1995,111,4000000,7.5,Romance
Leftenan Adnan,2000,127,8000000,7.6,Romance
Legally Blonde,2001,96,18000000,6.4,Comedy
"Legally Blonde 2: Red, White & Blonde",2003,95,45000000,4.4,Comedy
"Legend of Bagger Vance, The",2000,126,60000000,6.4,Romance
"Legend of Razorback, The",2002,25,50000,5.1,Short
Legend of the Mummy,1997,96,2000000,2.4,Unknown
Legends of the Fall,1994,133,30000000,6.7,Romance
"Leggenda del pianista sull'oceano, La",1998,120,9000000,7.6,Drama
Legion of the Dead,2001,92,2700000,3.4,Comedy
Legion of the Night,1995,85,80000,4,Action
Legionnaire,1998,98,35000000,4.5,Action
Lemony Snicket's A Series of Unfortunate Events,2004,108,125000000,6.7,Comedy
"Lengua asesina, La",1996,98,4000000,4,Comedy
Leprechaun,1993,92,900000,3.6,Comedy
Leprechaun 2,1994,86,2000000,3.6,Comedy
Less Like Me,2004,121,30000,7.6,Drama
Lethal Weapon 4,1998,127,140000000,6.3,Comedy
Levity,2003,100,7500000,6.4,Drama
Leylasede,1995,100,700000,6.6,Drama
Lian ai zhong de Bao Bei,2004,95,5000000,5.4,Unknown
Liar Liar,1997,86,45000000,6.5,Comedy
Libera me,2000,119,4000000,6.4,Drama
Liberata Me,2002,27,66000,6.7,Short
Liberty Bound,2004,90,100000,4.7,Documentary
Liberty Stands Still,2002,92,11000000,5.6,Drama
License Exam,2004,2,1000,7,Short
Life,1999,108,75000000,5.8,Drama
"Life Aquatic with Steve Zissou, The",2004,118,25000000,7.3,Drama
"Life Less Ordinary, A",1997,103,12000000,6.4,Romance
"Life and Times of MC Beer Bong, The",2004,85,1000,8.8,Comedy
Life as a House,2001,127,18000000,7.5,Drama
Life in Bed,2003,75,750000,8.3,Comedy
"Life of David Gale, The",2003,130,50000000,7.1,Drama
Light It Up,1999,99,13000000,5.7,Drama
Light Sleeper,1992,103,5000000,6.8,Drama
Like Mike,2002,99,30000000,4.9,Comedy
Lilo & Stitch,2002,86,80000000,7.3,Drama
Limbo,1999,126,8300000,7.1,Drama
"Limey, The",1999,89,9000000,7.2,Drama
"Line of Masculinity, The",2003,4,1000,8.2,Short
"Lion King, The",1994,89,79300000,7.8,Comedy
Lionheart,1990,105,2500000,5.1,Action
Lithivm,1998,127,500000,3.3,Unknown
Little Black Book,2004,111,35000000,4.7,Romance
Little Nicky,2000,90,80000000,4.9,Romance
Little Odessa,1994,98,2300000,6.5,Drama
Little Secrets,2001,97,2500000,6.9,Drama
"Little Vampire, The",2000,91,22000000,5.6,Comedy
"Littlest Cowboy, The",2003,19,10000,7.5,Short
Livers Ain't Cheap,1997,89,2500000,4.5,Unknown
Living In Missouri,2001,90,10000,8.2,Drama
Living Life,2004,88,150000,3.5,Drama
Living Out Loud,1998,103,12000000,6.5,Romance
Living and Dining,2003,92,100000,9,Drama
Lizzie,2001,87,500000,9,Unknown
"Lizzie McGuire Movie, The",2003,94,17000000,5,Comedy
Llamada de apareamiento,2004,3,2000,6.4,Short
Loaded Weapon 1,1993,84,13000000,5.4,Comedy
"Lobo Paramilitary Christmas Special, The",2002,13,2400,3.5,Short
Lolita,1997,137,58000000,6.8,Romance
Lone Star,1996,135,5000000,7.7,Drama
Lonelyland,2002,15,7000,4.2,Short
Lonesome Jim,2005,91,500000,4.1,Drama
"Long Kiss Goodnight, The",1996,120,65000000,6.5,Drama
Looking Out,2002,15,42000,9.4,Short
Looney Tunes: Back in Action,2003,91,80000000,6.1,Comedy
"Lord of the Rings: The Fellowship of the Ring, The",2001,208,93000000,8.8,Action
"Lord of the Rings: The Return of the King, The",2003,251,94000000,9,Action
"Lord of the Rings: The Two Towers, The",2002,223,94000000,8.8,Action
Loser,1996,85,38000,7.2,Drama
Loser,2000,92,20000000,5.1,Romance
Losing Isaiah,1995,111,17000000,6.1,Drama
Losing Lois Lane,2004,20,6000,7.1,Short
"Loss of Sexual Innocence, The",1999,106,4000000,5.3,Drama
Lost Highway,1997,135,15000000,7.3,Drama
Lost Souls,2000,97,28000000,4.6,Unknown
"Lost World: Jurassic Park, The",1997,129,73000000,5.5,Action
Lost in Space,1998,130,80000000,4.7,Action
Lost in Translation,2003,102,4000000,8,Drama
Lost/Found,2003,70,15000,8.4,Drama
"Lot Like Love, A",2005,107,30000000,4.6,Romance
Love,2005,90,350000,7.8,Drama
Love & Basketball,2000,124,15000000,6.7,Romance
Love Disease,2000,108,60000,8.6,Romance
Love God,1997,82,22000,4,Unknown
"Love Letter, The",1999,88,15000000,5.2,Drama
Love Liza,2002,90,1000000,6.6,Drama
Love Object,2003,88,1000000,6.3,Comedy
Love Stinks,1999,94,4000000,5.3,Comedy
Love and Other Catastrophes,1996,78,250000,6.5,Romance
Love's Labour's Lost,2000,93,13000000,5.9,Romance
"Love, Ludlow",2005,97,75000,8.6,Comedy
Lovely & Amazing,2001,91,250000,6.9,Drama
Lover Girl,1997,87,1000000,5.3,Drama
Lu mao zi,2004,100,500000,7.5,Drama
Lucky 13,2004,95,1200000,5.7,Romance
Lucky Break,2001,108,6000000,6.3,Comedy
Lucky Numbers,2000,105,65000000,5,Comedy
Luminarias,2000,100,1000000,2.7,Romance
Lumpia,2003,80,1000,6,Comedy
Lunatics: A Love Story,1991,87,850000,5.4,Romance
"Lunes al sol, Los",2002,113,4000000,7.8,Drama
Lurking Fear,1994,76,1000000,4.2,Unknown
"Luz prodigiosa, La",2003,108,2000000,7,Drama
M.D.C. - Maschera di cera,1997,98,3000000,5.2,Unknown
Machuca,2004,121,1500000,8.4,Drama
Mad City,1997,115,50000000,6,Drama
Mad Dogs,2002,91,1400000,3.1,Unknown
Madadayo,1993,134,11900000,7.4,Drama
Madchen's Uniform,2004,13,1000,7.8,Short
Made,2001,94,5000000,6.5,Drama
Made Incorrect,2002,18,25000,8.2,Short
Madhouse,2004,91,3000000,5.4,Unknown
Madness and Genius,2003,103,19000,6.4,Drama
Madonna: Truth or Dare,1991,114,4500000,5.5,Documentary
"Magic Roundabout, The",2005,85,20000000,5.7,Animation
"Magic of Marciano, The",2000,100,4500000,6.7,Drama
Magnolia,1999,188,37000000,8,Drama
Maid in Manhattan,2002,105,55000000,4.6,Romance
"Mailman, The",2004,85,75000,7,Unknown
"Majestic, The",2001,156,72000000,6.7,Romance
Mala nocna muzika,2002,95,200000,4.5,Comedy
Mala racha,2001,65,70000,8.5,Drama
Malcolm X,1992,202,34000000,7.5,Drama
Male Order,2001,23,10000,8.8,Short
Malibu's Most Wanted,2003,86,16000000,4.9,Comedy
Mallrats,1995,94,6100000,7.1,Drama
Mama,1999,100,3000000,6,Drama
Mamay,2003,80,200000,6.6,Drama
Mammoth,2005,8,2000,8.5,Short
"Man Apart, A",2003,110,36000000,5.4,Drama
"Man Called... Rainbo, A",1990,99,35000,5.4,Comedy
"Man Who Wasn't There, The",2001,118,20000000,7.7,Drama
Man Woman Film,1999,95,35000,3.8,Unknown
"Man from Elysian Fields, The",2001,106,6500000,6.8,Drama
"Man in the Bath, The",2001,7,10000,6.7,Unknown
"Man in the Iron Mask, The",1998,132,35000000,6,Drama
Man of the House,2005,97,40000000,5.2,Comedy
Man on Fire,2004,146,70000000,7.4,Drama
Man on the Moon,1999,118,52000000,7.3,Drama
Man to Man,2005,122,30000000,6,Unknown
Man with a Plan,1996,89,100000,7.1,Comedy
Man's Best Friend,1993,95,6000000,4.4,Unknown
Man-Thing,2005,96,30000000,3.8,Action
Manhattan Murder Mystery,1993,104,13500000,7.3,Comedy
Maniac Cop 2,1990,90,4000000,4.4,Action
Manito,2002,79,24000,7.2,Drama
Mannequin: On the Move,1991,95,13000000,2.9,Romance
Manners of Dying,2004,104,750000,7.4,Drama
Manny & Lo,1996,88,500000,6.9,Drama
"Maquinista, El",2004,102,5000000,7.7,Drama
Marci X,2003,80,20000000,2.8,Comedy
Marco Polo: Haperek Ha'aharon,1996,127,3300000,4.6,Drama
"Mariachi, El",1992,81,220000,7,Action
Marilyn's Man,2004,92,825000,7.6,Documentary
Mars,1998,91,4500000,3.3,Action
Mars,2004,100,2000000,6.8,Comedy
Mars Attacks!,1996,106,70000000,6.1,Comedy
Martin Lawrence Live: Runteldat,2002,113,3000000,4.6,Documentary
Marvin's Room,1996,98,23000000,6.5,Drama
Mary Jane's Not a Virgin Anymore,1997,98,50000,5.9,Drama
Mary Reilly,1996,108,47000000,5.5,Drama
"Mask of Zorro, The",1998,136,65000000,6.8,Romance
"Mask, The",1994,97,18000000,6.4,Comedy
Master and Commander: The Far Side of the World,2003,138,150000000,7.5,Drama
"Master of Disguise, The",2002,80,16000000,2.9,Comedy
"Matador, El",2003,90,26000,7.1,Comedy
Matilda,1996,102,36000000,6.5,Drama
"Matrix Reloaded, The",2003,138,127000000,7.1,Action
"Matrix Revolutions, The",2003,125,110000000,6.3,Action
"Matrix, The",1999,136,63000000,8.5,Action
Max Keeble's Big Move,2001,86,12000000,5.3,Comedy
May,2002,93,1700000,6.8,Drama
McHale's Navy,1997,108,42000000,3.7,Comedy
"Me, Myself & Irene",2000,116,51000000,6,Comedy
Mean Creek,2004,89,500000,7.3,Drama
Mean Girls,2004,97,17000000,7,Drama
Mean People Suck,2003,8,10000,4.7,Short
"Medallion, The",2003,88,41000000,4.5,Comedy
Medicine Man,1992,106,40000000,5.7,Romance
Meet Joe Black,1998,178,90000000,6.6,Romance
Meet the Applegates,1991,90,1000,5,Comedy
Meet the Deedles,1998,93,24000000,3.4,Comedy
Meet the Fockers,2004,115,80000000,6.5,Comedy
Meet the Parents,2000,108,55000000,7,Comedy
Megiddo: The Omega Code 2,2001,104,22000000,3.8,Unknown
Meili xin shijie,1999,100,300000,5.3,Unknown
Memento,2000,113,5000000,8.7,Drama
Memoirs of an Evil Stepmother,2004,18,20000,8,Short
Memoirs of an Invisible Man,1992,99,40000000,5.6,Comedy
Memron,2004,79,65000,9,Comedy
Men in Black,1997,98,90000000,6.8,Comedy
Men in Black II,2002,88,140000000,5.6,Comedy
Men of Action,2003,15,30000,8.6,Short
Men of Honor,2000,129,32000000,6.6,Drama
Men of War,1994,99,12000000,4.6,Drama
Men with Brooms,2002,102,7500000,5.9,Romance
Menace II Society,1993,97,3500000,7.3,Drama
"Mercano, el marciano",2002,72,600000,6.2,Animation
"Merchant of Venice, The",2004,138,30000000,7.3,Drama
Mercury Rising,1998,108,60000000,5.6,Drama
Mercy,2003,112,5000,5.8,Drama
Mercy Streets,2000,106,600000,4.6,Drama
Message in a Bottle,1999,126,30000000,5.4,Romance
Metoroporisu,2001,107,14500000,7.3,Romance
Metro,1997,117,55000000,5.2,Drama
Metropolitan,1990,98,430000,7.1,Drama
"Mexican Dream, The",2003,28,19000,6,Short
"Mexican, The",2001,123,38000000,6,Romance
Michael Collins,1996,133,25000000,6.8,Drama
Michael Moore Hates America,2004,125,200000,4.2,Documentary
Mickey,2004,90,6000000,5.4,Drama
Mickey Blue Eyes,1999,102,40000000,5.8,Romance
"Midnight Clear, A",1992,107,5000000,7.5,Drama
Midnight Days,2001,60,10000,2.8,Romance
Midnight Sun,2003,18,4000,1.6,Short
Midnight in the Garden of Good and Evil,1997,155,30000000,6.4,Drama
Midwestern Myth,2003,89,250000,7.1,Romance
Mighty Aphrodite,1995,95,15000000,7,Comedy
Mighty Joe Young,1998,114,49000000,5.6,Unknown
Miles Ahead,2004,83,55000,6.1,Drama
Milking the Chicken,2003,35,1000,6.2,Short
Miller's Crossing,1990,115,14000000,8,Drama
Million Dollar Baby,2004,132,30000000,8.3,Drama
"Million Dollar Hotel, The",2000,122,8000000,5.5,Drama
Mimic,1997,105,25000000,5.6,Unknown
Mimmo & Paulie,2004,29,12000,9.8,Short
"Mind's Eye, The",2005,96,750000,6.7,Unknown
MindField,2003,63,6000,9,Drama
Mindhunters,2004,102,27000000,6.3,Action
"Minion, The",1998,95,12000000,3.2,Action
Minority Report,2002,145,102000000,7.8,Drama
"Mio West, Il",1998,95,10000000,4.1,Drama
"Mirror Has Two Faces, The",1996,122,42000000,5.7,Romance
"Misadventures of Margaret, The",1998,80,5000000,5.4,Romance
"Misbehavers, The",2004,120,10000,7.7,Documentary
Misdemeanor,2002,13,16000,8.9,Short
Misery,1990,107,20000000,7.5,Drama
Miss Cast Away,2004,90,2000000,4,Comedy
Miss Congeniality,2000,109,45000000,6.2,Comedy
Miss Supreme Queen,1999,24,50000,5.6,Short
Mission to Mars,2000,113,90000000,4.9,Drama
Mission: Impossible,1996,110,75000000,6.6,Action
Mission: Impossible II,2000,123,125000000,5.7,Action
Missy,2001,71,5000,9.6,Drama
Mix,2004,97,1000000,5.9,Drama
Mix Tape,2003,97,15000,7.7,Comedy
Mo' Better Blues,1990,130,10000000,6.1,Drama
Mo' Money,1992,97,15000000,4.9,Romance
Mockingbird Don't Sing,2001,99,3000000,6.3,Drama
Modern Vampires,1998,91,2000000,4.1,Unknown
Modigliani,2004,128,12000000,7,Drama
Molly,1999,102,21000000,5.5,Romance
"Moment of Grace, A",2004,20,50000,8.6,Short
Mommy,1995,89,700000,5.2,Unknown
Mona Lisa Smile,2003,117,65000000,6.1,Romance
Money Talks,1997,97,25000000,5.5,Comedy
Money Train,1995,103,68000000,5.1,Drama
Monkeybone,2001,92,75000000,4.7,Comedy
Monsoon Wife,2004,92,1000000,4.7,Drama
Monster,2003,109,8000000,7.4,Drama
"Monster and the Peanut, The",2004,18,10000,8.9,Short
Monster's Ball,2001,112,4000000,7.3,Romance
Monster-in-Law,2005,102,60000000,5.6,Romance
Monsteret,2002,22,130000,8.6,Short
"Monsters, Inc.",2001,92,115000000,8,Comedy
Montana,1998,92,4000000,6.1,Drama
Moonlight Mile,2002,117,20000000,6.9,Romance
Moonlight by the Sea,2003,92,10000,8,Unknown
"Morning Guy, The",2003,5,5000,8.6,Short
Morphin(e),2005,20,8000,9.7,Short
Mortal Kombat,1995,101,20000000,5,Action
Mortal Kombat: Annihilation,1997,91,30000000,3,Action
Mosquito,1995,92,200000,3.3,Unknown
Mother Night,1996,114,5500000,7.1,Romance
"Mothman Prophecies, The",2002,119,42000000,6.5,Unknown
Moulin Rouge!,2001,127,52500000,7.7,Romance
Mousehunt,1997,99,38000000,5.8,Comedy
Moving,2002,97,9000,7.9,Comedy
Moving Malcolm,2003,83,1000000,4.3,Romance
Mr 3000,2004,104,30000000,5.7,Drama
Mr. Deeds,2002,96,50000000,5.5,Romance
Mrs. Winterbourne,1996,105,25000000,5.8,Romance
Much Ado,2003,86,10000,6,Comedy
Much Ado About Nothing,1993,111,8000000,7.5,Romance
"Mudge Boy, The",2003,94,800000,6.8,Drama
Muertos de risa,1999,111,3500000,6.3,Comedy
Mulan,1998,88,70000000,7.2,Comedy
Mulholland Dr.,2001,147,15000000,7.9,Drama
Mullet,2001,89,1000000,5.9,Drama
Multi-Facial,1994,20,3000,6.7,Short
Multiplicity,1996,117,45000000,5.7,Comedy
Mumford,1999,112,28000000,6.9,Drama
"Mummy Returns, The",2001,130,98000000,6.1,Action
"Mummy, The",1999,124,76000000,6.5,Comedy
Muppets From Space,1999,88,24000000,6,Comedy
Murbah Swamp Beer,2002,7,3000,6.7,Short
Murder by Numbers,2002,120,50000000,6,Unknown
Murder-Set-Pieces,2004,105,2000000,4.9,Unknown
Muriel's Wedding,1994,106,3000000,7.1,Romance
Musa,2001,132,60000000,7.5,Drama
"Muse, The",1999,97,15000000,5.6,Comedy
Music of the Heart,1999,124,27000000,6.6,Drama
"Musketeer, The",2001,104,40000000,4.4,Romance
Mutant Aliens,2001,81,200000,6.4,Comedy
Mutant Species,1995,100,1750000,2.8,Unknown
Mute Witness,1994,95,2000000,6.8,Comedy
My Best Friend's Wedding,1997,105,46000000,6.4,Romance
My Big Fat Greek Wedding,2002,95,5000000,6.9,Romance
My Body's Revolting,2002,15,12260,7.4,Short
My Boss's Daughter,2003,90,14000000,4.1,Romance
My Cousin Vinny,1992,120,11000000,7.2,Comedy
My Dog Skip,2000,95,7000000,7.1,Drama
My Family,1995,128,5500000,7,Drama
My Father's Son,2002,80,60000,8.4,Documentary
My Favorite Martian,1999,93,60000000,4.5,Comedy
My Fellow Americans,1996,101,21500000,6.3,Comedy
My Girl,1991,102,16500000,6.3,Romance
My Life's in Turnaround,1993,84,22000,3.9,Comedy
My Little Eye,2002,92,3000000,5.9,Unknown
My Own Private Idaho,1991,102,2500000,6.7,Drama
My Samurai,1992,87,700000,3.8,Action
My X-Girlfriend's Wedding Reception,2001,88,500000,5.8,Comedy
Mystery Men,1999,121,68000000,5.8,Comedy
"Mystery, Alaska",1999,119,28000000,6.4,Drama
"Mystic Masseur, The",2001,117,2500000,5.2,Drama
Mystic River,2003,137,30000000,8,Drama
N.B.T.,2003,90,65000,6.8,Drama
Nadar solo,2003,94,20000,7.5,Drama
Nadie conoce a nadie,1999,108,3000000,6.3,Unknown
Nadja,1994,93,1000000,5.7,Drama
Naked,1999,40,3000,5.3,Short
Naked Gun 33 1/3: The Final Insult,1994,83,30000000,5.8,Comedy
Naken,2000,94,25000,4.8,Comedy
Nakta(dul),2002,90,75000,6.5,Drama
Napoleon Dynamite,2004,86,400000,7.2,Comedy
Naqoyqatsi,2002,89,3000000,6.9,Documentary
Narc,2002,105,7500000,7.3,Drama
Nasty Burgers,1993,70,50000,6.2,Unknown
National Treasure,2004,131,100000000,6.6,Action
Nattens engel,1998,98,700000,4.9,Unknown
Natural Born Killers,1994,122,50000000,6.6,Romance
Naturally Native,1998,107,700000,8.5,Unknown
Necronomicon,1994,96,4000000,4.8,Unknown
"Negotiator, The",1998,139,50000000,7.2,Drama
Nemesis Game,2003,92,3000000,5.5,Unknown
Neredesin Firuze,2004,128,1500000,7.9,Comedy
"Net, The",1995,114,22000000,5.6,Drama
"Netherbeast of Berm-Tech Industries, Inc., The",2004,5,3000,4.2,Short
Netto Perde Sua Alma,2001,102,1300000,6.9,Drama
Never Again,2001,98,500000,5.7,Romance
Never Among Friends,2002,78,7000,6.4,Romance
Never Been Thawed,2005,87,35000,5.3,Comedy
"NeverEnding Story II: The Next Chapter, The",1990,89,36000000,4.3,Unknown
"NeverEnding Story III, The",1994,95,17000000,3,Unknown
"New Adventures of Pinocchio, The",1999,94,10000000,4.7,Unknown
New Guy,2003,85,55000,7.5,Comedy
"New Guy, The",2002,89,13000000,5.2,Comedy
New Jack City,1991,97,8500000,6.1,Drama
New Jersey Drive,1995,98,5000000,5.4,Drama
News for the Church,2004,19,50000,8.7,Short
Newsies,1992,121,15000000,5.7,Drama
"Newton Boys, The",1998,113,27000000,5.7,Drama
"Next Best Thing, The",2000,108,25000000,4.7,Drama
Next Friday,2000,98,9500000,5.2,Comedy
"Next Step, The",1997,96,450000,4,Unknown
Next Stop Wonderland,1998,104,1000000,6.7,Romance
Nicholas Nickleby,2002,132,10000000,7.4,Drama
"Nickel Children, The",2005,95,2000000,5.8,Drama
"Night at the Roxbury, A",1998,81,17000000,5.1,Comedy
Night of a Thousand Screams,2001,87,175000,9.2,Unknown
Night of the Dog,2005,86,5000,9.5,Romance
Night of the Living Dead,1990,88,4200000,6.1,Unknown
Night of the Scarecrow,1995,94,2000000,4.3,Unknown
Night of the Snakehead Fish,2003,54,1500,7.4,Comedy
"Nightmare Before Christmas, The",1993,76,18000000,7.8,Animation
Nikmato Shel Itzik Finkelstein,1993,83,500000,7.3,Comedy
Nikos,2003,100,65000,3.6,Comedy
Nil by Mouth,1997,128,9000000,6.9,Drama
Ninja Bachelor Party,1991,30,5000,7.2,Short
"Ninth Gate, The",1999,133,38000000,6.4,Unknown
Nixon,1995,212,50000000,6.8,Drama
No Code of Conduct,1998,95,12000000,4.4,Drama
No Escape,1994,118,20000000,5.6,Action
No Looking Back,1998,96,5000000,5.6,Romance
No Return,2003,86,35000,6.1,Unknown
No Way Home,1996,99,4000000,6.6,Drama
No Witness,2004,95,350000,3.8,Unknown
Nobody,1998,16,13000,5.3,Short
Nobody Knows: Chronicle of an Unsigned Band,2003,82,0,8.8,Unknown
Nochnoy dozor,2004,115,4200000,6.3,Action
Non-Abductees Anonymous,2001,4,15000,7.2,Short
Noodle Soup,2003,8,15000,8.2,Short
Norma's Lament,1997,34,25000,2.8,Short
Noro,2002,85,500000,5.4,Drama
North,1994,87,40000000,4.1,Drama
North of Providence,2003,28,10000,9.7,Short
Northfork,2003,103,1900000,6.2,Drama
Not Another Teen Movie,2001,89,16000000,5.2,Comedy
"Notebook, The",2004,123,30000000,7.8,Romance
Nothing But Trouble,1991,94,40000000,3.7,Comedy
Nothing Really Happens: Memories of Aging Strippers,2003,93,300000,8.1,Drama
Nothing to Lose,1996,108,200000,4.7,Drama
Notting Hill,1999,124,42000000,7,Romance
November,2004,73,300000,2.8,Drama
Novocaine,2001,95,6000000,5.9,Drama
Nowhere Man,2005,90,250000,5.6,Drama
Nueve reinas,2000,114,1500000,7.6,Drama
Nun Fu,2005,5,5000,9.8,Short
Nurse Betty,2000,110,24000000,6.6,Romance
Nutbag,2000,80,40000,4,Unknown
"Nutcracker, The",1993,92,19000000,5,Unknown
Nutty Professor II: The Klumps,2000,109,84000000,4.5,Comedy
"Nutty Professor, The",1996,95,54000000,5.8,Romance
"Nymphoid Barbarian in Dinosaur Hell, A",1991,82,40000,2.2,Unknown
O,2001,95,5000000,6.3,Romance
"O Brother, Where Art Thou?",2000,106,26000000,7.8,Comedy
O da beni seviyor,2001,106,1500000,6.4,Drama
"Object of My Affection, The",1998,111,15000000,6,Romance
Oblivion,1994,94,2500000,4.2,Unknown
Oblivion 2: Backlash,1996,83,2500000,5.1,Unknown
Ocean Tribe,1997,106,380000,6.3,Drama
Ocean's Eleven,2001,116,85000000,7.5,Comedy
Ocean's Twelve,2004,125,110000000,6,Comedy
Octane,2003,91,11500000,4.4,Unknown
Octopus,2000,95,5000000,2.8,Unknown
Odinokiy igrok,1995,90,400000,6.7,Drama
Of Age,2004,5,1000,9.9,Short
Off,2001,15,10000,9.2,Short
Office Space,1999,89,10000000,7.7,Comedy
Ogniem i mieczem,1999,175,8000000,6.7,Drama
Oh Marbella!,2003,88,2000000,8.6,Comedy
Oh My God,2004,10,3500,7.5,Short
Okul,2004,100,1000000,6.4,Unknown
"Old Man Who Read Love Stories, The",2001,111,9500000,6.1,Drama
"Old Man and the Studio, The",2004,12,15000,7.8,Short
Old School,2003,92,24000000,6.7,Comedy
Oligarkh,2002,123,5000000,6.2,Drama
Omaha (The Movie),1995,85,38000,5.2,Comedy
"Omega Code, The",1999,100,8000000,3.5,Drama
On Their Knees,2001,85,250000,5.5,Comedy
On the Border,1998,103,3000000,4.8,Drama
On the Line,2001,85,10000000,4.1,Romance
On the Run,1999,94,750000,6.6,Comedy
Once Upon a Time in Mexico,2003,102,29000000,6,Action
One,1998,102,180000,6.3,Drama
One Angry Dwarf,2001,28,3500,8.5,Short
One Blood Planet,2001,80,200000,8,Unknown
One Eight Seven,1997,119,23000000,6.3,Drama
One Eyed King,2001,105,6500000,5.1,Drama
One Hell of a Christmas,2002,94,400000,2.7,Comedy
One Hour Photo,2002,96,12000000,7.1,Drama
One Man's Hero,1999,121,18000000,5.5,Romance
One More Round,2005,90,200000,8.8,Comedy
One Night Stand,1997,102,24000000,5.7,Drama
One Particular Person,2000,10,6000,8.5,Short
One True Thing,1998,127,30000000,7,Drama
One Weekend a Month,2004,11,4000,9.4,Short
One of Five,2002,28,10000,7.5,Short
Onegin,1999,106,14000000,6.3,Romance
Ono,2004,101,92000,5.9,Drama
Open Range,2003,139,26000000,7.5,Drama
Open Water,2003,79,130000,6.1,Drama
Optimistic,2002,9,0,8.1,Short
Orange County,2002,82,18000000,6.1,Drama
"Order, The",2003,102,38000000,4.6,Unknown
Orgazmo,1997,92,1000000,5.7,Comedy
Original Gangstas,1996,99,4800000,5.3,Drama
"Original Kings of Comedy, The",2000,115,3000000,6.1,Documentary
Original Sin,2001,116,26000000,5.5,Romance
Orlando,1992,95,5000000,6.8,Romance
Osama,2003,83,46000,7.5,Drama
Osmosis Jones,2001,95,75000000,6.2,Comedy
Othello,1995,123,11000000,6.8,Drama
"Other Side of Heaven, The",2001,113,7000000,6.5,Drama
"Others, The",2001,104,17000000,7.8,Drama
"Otra conquista, La",1998,106,3500000,6.7,Drama
Out Cold,2001,92,11000000,5.2,Comedy
Out for a Kill,2003,88,20000000,3,Action
Out of Courage 2: Out for Vengeance,1999,28,10000,5.3,Short
Out of Our Dens: The Richard and the Young Lions Story,2004,47,8000,9.8,Documentary
Out of Reach,2004,88,20000000,3.7,Romance
Out of Sight,1998,123,48000000,7.3,Romance
Out-of-Sync,1995,105,1500000,4.7,Drama
"Out-of-Towners, The",1999,90,40000000,5,Comedy
Outbreak,1995,127,50000000,6.4,Drama
Outcasts,2002,88,20000,9,Drama
Outfoxed: Rupert Murdoch's War on Journalism,2004,88,200000,7.8,Documentary
Outside,2004,22,125000,9.8,Short
Outside Providence,1999,96,7000000,6.1,Romance
Overnight Delivery,1998,87,12000000,5.9,Romance
Owning Mahowny,2003,104,10000000,7,Drama
Ozone,1993,83,3500,3.3,Unknown
P.I. Blues,2003,101,95000,7.6,Unknown
P.O. Box,2003,8,5000,7.6,Short
P.S. Your Cat Is Dead,2002,88,2000000,4.7,Comedy
PCU,1994,79,9000000,5.9,Comedy
PG,2002,22,15000,6.3,Short
"Pacifier, The",2005,95,56000000,4.9,Comedy
"Packing Suburbia, A",1999,90,40000,4.5,Drama
Paging Emma,1999,112,600000,6.2,Drama
Pandaemonium,2000,124,15000000,6.2,Drama
Panic,2000,88,1000000,6.9,Drama
Panic Room,2002,113,48000000,7,Drama
Papa,2004,94,3500000,8.1,Drama
Papa's song,2000,95,800000,5.5,Unknown
Paparazzi,2004,84,20000000,5.6,Drama
Paradzhanov,1998,60,121000,2.3,Documentary
Parents of the Year,2004,21,100000,7.8,Short
Paris Is Burning,1990,71,500000,7,Documentary
Party Monster,2003,98,5000000,5.8,Drama
"Passage to Ottawa, A",2001,90,300000,6.3,Drama
"Passage, The",2003,77,10000,5.8,Action
"Passion of the Christ, The",2004,127,30000000,7.4,Drama
Patch Adams,1998,115,50000000,6.1,Drama
Patriot Games,1992,117,45000000,6.8,Drama
"Patriot, The",2000,164,110000000,6.8,Drama
"Patrullero, El",1991,105,1500000,6.9,Drama
Pavilion of Women,2001,111,5000000,5.3,Drama
Pay It Forward,2000,123,40000000,6.7,Romance
Payback,1990,94,1000000,5.1,Drama
Payback,1999,100,50000000,6.8,Unknown
Paycheck,2003,119,60000000,6.1,Action
"Peacekeeper, The",1997,98,10000000,4.6,Action
"Peacemaker, The",1997,124,50000000,5.9,Action
Peaches,2000,84,1400000,4.3,Comedy
Pearl Harbor,2001,184,135250000,5.4,Romance
Pecker,1998,87,6000000,6.4,Comedy
Penance,2004,10,20000,8,Short
Pep Squad,1998,94,500000,4.4,Comedy
"Perez Family, The",1995,113,11000000,6,Romance
"Perfect Location, The",2004,10,50000,9.7,Short
Perfect Sense,2003,18,2100,8.3,Short
"Perfect Storm, The",2000,130,120000000,6.2,Drama
Perfect Target,1997,89,3500000,4.2,Action
"Perfect Woman, The",1993,8,8000,7.8,Short
Persona,2005,6,0,8.4,Short
"Pest, The",1997,84,17000000,3.8,Comedy
Pet Sematary II,1992,96,8000000,3.7,Unknown
Peter Pan,2003,113,100000000,7.2,Action
"Petite morte, La",2003,41,55000,7,Short
Phantasm III: Lord of the Dead,1994,91,2500000,4.8,Unknown
Phantasm IV: Oblivion,1998,90,650000,4.5,Unknown
"Phantom of the Opera, The",2004,143,60000000,7.2,Romance
"Phantom, The",1996,100,45000000,5,Action
Phenomenon,1996,123,32000000,6.3,Romance
Philadelphia,1993,125,26000000,7.5,Drama
Phone Booth,2002,81,10000000,7.3,Unknown
Pi,1998,84,60000,7.5,Unknown
